id	unitCode	title	media_count	media_id	object_type	medium	artist	date	topics
edanmdm-saam_1983.95.183	SAAM	The Canyon	1.0	SAAM-1983.95.183_1	Painting	oil on canvas	Henry Ossawa Tanner, born Pittsburgh, PA 1859-died Paris, France 1937	n.d.	Landscapes|Canyon
edanmdm-saam_1975.40	SAAM	Late Afternoon	1.0	SAAM-1975.40_1	Painting	oil on canvas	George M. Bruestle, born New York City 1871-died CT 1939	ca. 1901	Water|Landscapes|Afternoon|Winter|Architecture|Domestic|Time|Seasons|Dwellings
edanmdm-saam_1983.95.104	SAAM	Ocean Cliffs	1.0	SAAM-1983.95.104_2	Painting	oil on canvas	Edward Mitchell Bannister, born St. Andrews, New Brunswick, Canada 1828-died Providence, RI 1901	1881	Landscapes|Coasts|Rocks|Waterscapes
edanmdm-saam_1980.133.10	SAAM	East Gloucester #1	1.0	SAAM-1980.133.10_1	Painting	watercolor on paper	Muriel Walcoff, n.d.	n.d.	Landscapes|Coasts|Boathouse|Roads|Architecture|Domestic|Dwellings
edanmdm-saam_1985.66.396	SAAM	River Bluffs with White Wolves in the Foreground, Upper Missouri	1.0	SAAM-1985.66.396_1	Painting	oil on canvas	George Catlin, born Wilkes-Barre, PA 1796-died Jersey City, NJ 1872	1832	Western|Landscapes|Animals|Missouri River|Rivers|Wolf
edanmdm-saam_1959.3.3	SAAM	Hill with White Houses	1.0	SAAM-1959.3.3_1	Painting	oil on canvas	Eleanor Harris, born 1901-died 1942	n.d.	Architecture|Domestic|Waterscapes|Sea|Dwellings
edanmdm-saam_1985.66.563B	SAAM	Weapons and Physiognomy of the Grizzly Bear	1.0	SAAM-1985.66.563B_1	Painting	oil on canvas	George Catlin, born Wilkes-Barre, PA 1796-died Jersey City, NJ 1872	1846-1848	Animals|Bears
edanmdm-saam_1974.69.19	SAAM	Parterre du Nord, Fontaine des Sirenes	1.0	SAAM-1974.69.19_1	Painting	oil on wood	Carroll Beckwith, born Hannibal, MO 1852-died New York City 1917	1913	Landscapes|Fountain|Monuments|Versailles|Fontaine des Sirenes
edanmdm-saam_1983.95.196B	SAAM	Street Scene, Tangier (Crenelated Architecture)	1.0	SAAM-1983.95.196B_2	Painting	oil on paperboard	Henry Ossawa Tanner, born Pittsburgh, PA 1859-died Paris, France 1937	ca. 1910	Tangier|Architecture|Cityscapes|Streets
edanmdm-saam_1983.95.127	SAAM	Untitled (houses and trees)	1.0	SAAM-1983.95.127_2	Painting	oil on canvas	Edward Mitchell Bannister, born St. Andrews, New Brunswick, Canada 1828-died Providence, RI 1901	1898	Trees|Landscapes|Architecture|Domestic|Dwellings
edanmdm-saam_2016.2	SAAM	The Almighty's Own, An Impression of the High Andes	1.0	SAAM-2016.2_1	Painting	watercolor on paper	William Henry Holmes, born Cadiz, OH 1846-died Royal Oak, MI 1933	1910	Weather|Mountains|Landscapes|Cloud
edanmdm-saam_1983.114.9	SAAM	Lengthening Shadows	1.0	SAAM-1983.114.9_1	Painting	oil on canvas	Kenyon Cox, born Warren, OH 1856-died New York City 1919	1888	Landscapes|Twilight|Time
edanmdm-saam_1985.66.326_789	SAAM	Drying Blankets over Canoes	1.0	SAAM-1985.66.326789_1	Painting	watercolor on paper, mounted on colored paper	Theodore J. Richardson, born Readfield, ME 1855-died Minneapolis, MN 1914	ca. 1890-1914	Landscapes|Boats and boating|Canoes|Linens|Architecture|Domestic|Beaches|Dwellings
edanmdm-saam_1983.95.70	SAAM	Untitled (landscape with meadow and trees)	1.0	SAAM-1983.95.70_1	Painting	oil on canvas	Edward Mitchell Bannister, born St. Andrews, New Brunswick, Canada 1828-died Providence, RI 1901	n.d.	Trees|Path|Landscapes|Roads|Light|Plains
edanmdm-saam_1978.166	SAAM	Study for The House of Representatives	1.0	SAAM-1978.166_1	Painting	oil on panel	Samuel F. B. Morse, born Charlestown, MA 1791-died New York City 1872	ca. 1821	Architecture|Government|Federal building|Cityscapes|U. S. Capitol
edanmdm-saam_1950.2.10	SAAM	Male Wood Duck in a Forest Pool, study for book Concealing Coloration in the Animal Kingdom	1.0	SAAM-1950.2.10_1	Painting	oil on canvas	Richard S. Meryman, born Boston, MA 1882-died Dublin, NH 1963	ca. 1905-1909	Water|Landscapes|Animals|Birds|Forests and forestry|Ducks
edanmdm-saam_1979.117.3	SAAM	Untitled	1.0	SAAM-1979.117.3_1	Painting	watercolor on paper	A. H. O. Rolle, born Sibley County, MN 1875-died Washington, DC 1941	ca. 1900-1941	Trees|Landscapes
edanmdm-saam_1915.6.3	SAAM	Full Moon, Limache, Chile	1.0	SAAM-1915.6.3_1	Painting	oil on canvas	Alfredo Helsby, Chilean, born Santiago de Chile, Chile 1862-died Santiago de Chile, Chile 1933	n.d.	Water|Landscapes|Night|Moon|Outer space|Time|Limache
edanmdm-saam_1983.83.190	SAAM	The Rhone from the Path to Salvari (Switzerland)	1.0	SAAM-1983.83.190_1	Painting	watercolor and pencil on paper	George Elbert Burr, born Monroe Falls, OH 1859-died Phoenix, AZ 1939	1898	Landscapes|Salvari|Rhone River|Rivers
edanmdm-saam_1950.2.19A	SAAM	Sphinx Caterpillar, study for book Concealing Coloration in the Animal Kingdom	1.0	SAAM-1950.2.19A_1	Painting	watercolor on paper	Abbott Handerson Thayer, born Boston, MA 1849-died Dublin, NH 1921	n.d.	Leaves|Animals|Insects|Caterpillars|Foliage
edanmdm-saam_1966.34.2	SAAM	Cloudburst at Black Mesa, New Mexico	1.0	SAAM-1966.34.2_1	Painting	oil on canvas	Allen Tucker, born Brooklyn, NY 1866-died New York City 1939	1925	Mountains|Weather|Black Mesa|Landscapes|Storms|Cloud|Deserts
edanmdm-saam_1983.95.65	SAAM	Landscape (trees)	1.0	SAAM-1983.95.65_2	Painting	oil on canvas	Edward Mitchell Bannister, born St. Andrews, New Brunswick, Canada 1828-died Providence, RI 1901	n.d.	Landscapes|Forests and forestry|Rivers
edanmdm-saam_1910.9.16	SAAM	Indian Summer Day	1.0	SAAM-1910.9.16_1	Painting	oil on canvas	Max Weyl, born Muhlen-on-Neckar, Germany 1837-died Washington, DC 1914	1907	Trees|Landscapes|Autumn|Rivers|Seasons
edanmdm-saam_1974.69.8	SAAM	Jardin de la Fontaine at Nimes, France	1.0	SAAM-1974.69.8_1	Painting	oil on wood	Carroll Beckwith, born Hannibal, MO 1852-died New York City 1917	1911	Landscapes|Fountain|Monuments|Parks|Nimes
edanmdm-saam_1983.95.166	SAAM	Pompeii	1.0	SAAM-1983.95.166_1	Painting	oil on canvas	Robert S. Duncanson, born Seneca County, NY 1821/22-died Detroit, MI 1872	1871	Volcano|Ruins|Landscapes|Pompeii|Architecture|Lakes
edanmdm-saam_1991.56.172	SAAM	Rue du Puits Sale, St. Valery	1.0	SAAM-1991.56.172_1	Painting	watercolor on paper	Miner Kilbourne Kellogg, born Manlius Square, NY 1814-died Toledo, OH 1889	1862	Landscapes|Saint Valery-sur-Somme|Rue du Puits Sale|Cityscapes|Streets
edanmdm-saam_1974.69.18	SAAM	Bassin de Neptune, Versailles	1.0	SAAM-1974.69.18_1	Painting	oil on canvas	Carroll Beckwith, born Hannibal, MO 1852-died New York City 1917	1913	Landscapes|Fountain|Versailles Gardens|Monuments|Versailles|Parks|Bassin de Neptune
edanmdm-saam_1911.2.2	SAAM	The Plaza	1.0	SAAM-1911.2.2_1	Painting	oil on canvas	William R. Derrick, born San Francisco, CA 1857-died Rhinebeck, NY 1941	ca. 1907-1911	Water|Commercial|Landscapes|Plaza Hotel|Night|Architecture|Cityscapes|Time|Parks|Hotel
edanmdm-saam_1927.5.6	SAAM	Central Metope of the Frieze of Phidias, Parthenon	1.0	SAAM-1927.5.6_2	Painting	watercolor	Henry Bacon, born Haverhill, MA 1839-died Cairo, Egypt 1912	ca. 1909-1912	Architecture|Horsemen and horsewomen|Parthenon
edanmdm-saam_1930.12.61	SAAM	In the Cliff House Country	1.0	SAAM-1930.12.61_1	Painting	watercolor	William Henry Holmes, born Cadiz, OH 1846-died Royal Oak, MI 1933	1929	Mountains|Western|Landscapes|Architecture|Domestic|Adobe
edanmdm-saam_1950.6.16	SAAM	Great Western	1.0	SAAM-1950.6.16_1	Painting	oil on canvas	William Marsh, active 1844-1858	1852	Sailing ships|Boats and boating|Architecture|Great Western|Waterscapes|Sea
edanmdm-saam_1983.26	SAAM	A Garden Path	1.0	SAAM-1983.26_1	Painting	oil on canvas	Robert Henry Logan, born Waltham, MA 1874-died 1942	1896	Landscapes|Architecture|Domestic|Cityscapes|Gardens|Dwellings
edanmdm-saam_1968.59.1	SAAM	(Small Landscape)	1.0	SAAM-1968.59.1_2	Painting	oil on canvas	Thomas Hicks, born Newtown, PA 1823-died Trenton Falls, NY 1890	1862	Landscapes|Animals|Cattle|Birds|Rivers|Ducks
edanmdm-saam_1952.13.119	SAAM	Maison de Millet	1.0	SAAM-1952.13.119_1	Painting	oil on canvas	Frank Edwin Scott, born Buffalo, NY 1863-died Paris, France 1929	n.d.	Architecture|Millet|Domestic|Cityscapes|Streets
edanmdm-saam_1983.83.273	SAAM	Criccieth, N. Wales	1.0	SAAM-1983.83.273_1	Painting	watercolor on paper	George Elbert Burr, born Monroe Falls, OH 1859-died Phoenix, AZ 1939	ca. 1899	Boats and boating|Landscapes|Coasts|Architecture|Sailboats|Wales|Criccieth|Waterscapes
edanmdm-saam_1966.36.106	SAAM	Grain Elevator, Kansas	1.0	SAAM-1966.36.106_1	Painting	watercolor	Robert Johnson, n.d.	n.d.	Grain elevator|Landscapes|Industrialization|Architecture|Farm machine|Plants|Sunflower|Machinery
edanmdm-saam_1983.95.30	SAAM	Kansas City, Kansas	1.0	SAAM-1983.95.30_1	Painting	watercolor and pencil on paper mounted on paperboard	Henry Ossawa Tanner, born Pittsburgh, PA 1859-died Paris, France 1937	n.d.	Landscapes
edanmdm-saam_1985.66.384_190	SAAM	Miles City, Montana	1.0	SAAM-1985.66.384190_1	Painting	watercolor on paper	Hermann Stieffel, born Wiesbaden, Germany 1826-died Washington, DC 1886	1879	Miles City|Landscapes|Horsemen and horsewomen|Rivers
edanmdm-saam_1967.6.22	SAAM	Winds	1.0	SAAM-1967.6.22_1	Painting	oil on canvas	H. Lyman Saÿen, born Philadelphia, PA 1875-died Philadelphia, PA 1918	1915-1916	Trees|Weather|Wind|Landscapes|Architecture|Domestic
edanmdm-saam_1974.69.12	SAAM	Allee de l'Ete, Versailles	1.0	SAAM-1974.69.12_1	Painting	oil on canvas	Carroll Beckwith, born Hannibal, MO 1852-died New York City 1917	1913	Landscapes|Roads|Fountain|Monuments|Versailles Gardens|Versailles|Parks
edanmdm-saam_1985.66.563	SAAM	Weapons and Physiognomy of the Grizzly Bear	1.0	SAAM-1985.66.563_1	Painting	oil on canvas	George Catlin, born Wilkes-Barre, PA 1796-died Jersey City, NJ 1872	1846-1848	Animals|Bears
edanmdm-saam_1916.6.48	SAAM	Interior of a Kitchen	1.0	SAAM-1916.6.48_1	Painting	Oil on canvas	Eliphalet Fraser Andrews, born Steubenville, OH 1835-died Washington, DC 1915	n.d.	Architecture|Kitchen|Domestic
edanmdm-saam_1979.138	SAAM	Love and Death	1.0	SAAM-1979.138_1	Painting	watercolor on paperboard	Da Loria Norman, born Leavenworth, KS 1872-died New York City 1935	1931	Winged being|Landscapes|Passion|Light|Love|Fantasy|Death|Allegory
edanmdm-saam_1952.13.143	SAAM	Ships at Anchor, Cherbourg no. I	1.0	SAAM-1952.13.143_1	Painting	oil on wood	Frank Edwin Scott, born Buffalo, NY 1863-died Paris, France 1929	n.d.	Sailing ships|Cherbourg|Boats and boating|Architecture|Cityscapes|Harbors|Waterscapes
edanmdm-saam_1975.83.117	SAAM	Untitled Landscape	1.0	SAAM-1975.83.117_1	Painting	watercolor and ink on paper	Unidentified (American)		Landscapes|Rocks
edanmdm-saam_1983.95.116	SAAM	Untitled (landscape, forest scene with red fence and building)	1.0	SAAM-1983.95.116_1	Painting	oil on canvas	Edward Mitchell Bannister, born St. Andrews, New Brunswick, Canada 1828-died Providence, RI 1901	1893	Path|Landscapes|Architecture|Roads|Forests and forestry
edanmdm-saam_1983.95.117	SAAM	Untitled (landscape with cows in stream near trees)	1.0	SAAM-1983.95.117_1	Painting	oil on canvas	Edward Mitchell Bannister, born St. Andrews, New Brunswick, Canada 1828-died Providence, RI 1901	1882	Landscapes|Animals|Cattle|Lakes|Plains
edanmdm-saam_1965.18.36	SAAM	Fall in the Foothills	1.0	SAAM-1965.18.36_1	Painting	oil on canvas	W. Herbert Dunton, born Augusta, ME 1878-died Taos, NM 1936	ca. 1933-1934	Trees|Landscapes|Animals|Autumn|Public Works of Art Project|Rocks|Forests and forestry|New Deal, 1933-1939|Seasons|Bears
edanmdm-saam_1984.48	SAAM	Woodland Glen	1.0	SAAM-1984.48_1	Painting	oil on canvas	Asher B. Durand, born Jefferson Village, NJ 1796-died Maplewood, NJ 1886	ca. 1850-1855	Landscapes|Rocks|Forests and forestry
edanmdm-saam_2020.20.204	SAAM	The Budding Oak	1.0	SAAM-2020.20.204_1	Painting	oil on canvas	Willard L. Metcalf, born Lowell, MA 1858-died New York City 1925	1916	Trees|Landscapes|Seasons|Spring|Oak tree
edanmdm-saam_1950.2.26D	SAAM	Jagged Leaf Edge Caterpillar, study for book Concealing Coloration in the Animal Kingdom	1.0	SAAM-1950.2.26D_1	Painting	watercolor	Louis Agassiz Fuertes, born Ithaca, NY 1874-died Unadilla, NY 1927		Leaves|Animals|Insects|Caterpillars|Foliage
edanmdm-saam_1962.4.9	SAAM	Field of Joe Pie Weeds (Pride of the Meadow)	1.0	SAAM-1962.4.9_1	Painting	watercolor on paperboard	William Henry Holmes, born Cadiz, OH 1846-died Royal Oak, MI 1933	n.d.	Landscapes|Plains|Forests and forestry
edanmdm-saam_1967.125	SAAM	Greenwood Lake	1.0	SAAM-1967.125_1	Painting	oil on canvas mounted on masonite	Jasper Francis Cropsey, born Rossville, NY 1823-died Hastings-on-Hudson, NY 1900	1875	Mountains|Landscapes|Greenwood Lake|Lakes
edanmdm-saam_1983.90.210	SAAM	Autumn Fields	1.0	SAAM-1983.90.210_1	Painting	oil on canvas	Edward Bruce, born Dover Plains, NY 1879-died Hollywood, FL 1943	ca. 1926-1934?	Landscapes|Autumn|Plains|Seasons
edanmdm-saam_1950.2.12	SAAM	Blue Jays in Winter, study for book Concealing Coloration in the Animal Kingdom	1.0	SAAM-1950.2.12_1	Painting	oil on canvas	Abbott Handerson Thayer, born Boston, MA 1849-died Dublin, NH 1921	ca. 1905-1909	Landscapes|Animals|Winter|Blue jay|Birds|Seasons
edanmdm-saam_2020.20.270	SAAM	"The ""Belle Creole"" at New Orleans"	1.0	SAAM-2020.20.270_1	Painting	oil on canvas	Unidentified	ca. 1845-1849	Boats and boating|Architecture|Steamer|Cityscapes|Harbors|Wharf|Waterscapes
edanmdm-saam_1956.11.15	SAAM	Small Landscape	1.0	SAAM-1956.11.15_1	Painting	oil on canvas	Unidentified (British)	19th century	Weather|Landscapes|Architecture|Cloud|Domestic|Dwellings
edanmdm-saam_1929.6.133	SAAM	Winter, Monadnock	1.0	SAAM-1929.6.133_1	Painting	watercolor, gouache, chalk, and pencil on paperboard	Abbott Handerson Thayer, born Boston, MA 1849-died Dublin, NH 1921	ca. 1900	Mountains|Landscapes|Winter|Monadnock|Seasons|Mount Monadnock
edanmdm-saam_1952.13.161	SAAM	Landscape	1.0	SAAM-1952.13.161_2	Painting	oil on canvas	Max Weyl, born Muhlen-on-Neckar, Germany 1837-died Washington, DC 1914	n.d.	Landscapes|Rivers
edanmdm-saam_1929.6.132	SAAM	West Indies	1.0	SAAM-1929.6.132_1	Painting	watercolor	Abbott Handerson Thayer, born Boston, MA 1849-died Dublin, NH 1921	n.d.	Trees|Landscapes|Palm tree|Tropic|Islands
edanmdm-saam_1996.91.8	SAAM	La Virgen del pilar	1.0	SAAM-1996.91.8_1	Painting	oil on canvas mounted to board	José Campeche y Jordán, born San Juan, Puerto Rico 1751-died San Juan, Puerto Rico 1809	late 18th century	Architecture|Column|Mary, Blessed Virgin, Saint|Religion|Bible, N.T.|Angels|Jesus Christ|Detail
edanmdm-saam_1965.14.8	SAAM	Cape Cod, Beach	1.0	SAAM-1965.14.8_1	Painting	oil on canvas	Herman Hartwich, born New York City 1853-died Munich, Germany 1926	1894	Landscapes|Coasts|Beaches
edanmdm-saam_1956.11.37	SAAM	Small Landscape	1.0	SAAM-1956.11.37_1	Painting	oil on canvas	J. Francis Murphy, born Oswego, NY 1853-died New York City 1921	ca. 1880-1890	Trees|Water|Landscapes|Architecture|Domestic
edanmdm-saam_1969.139	SAAM	Point Lobos	1.0	SAAM-1969.139_1	Painting	watercolor	Ernest Haskell, born Woodstock, CT 1876-died Bath, ME 1925	n.d.	Trees|Point Lobos|Landscapes|Rocks
edanmdm-saam_1983.83.128	SAAM	Forum from E	1.0	SAAM-1983.83.128_1	Painting	watercolor and pencil on paper	George Elbert Burr, born Monroe Falls, OH 1859-died Phoenix, AZ 1939	1900	Ruins|Architecture|Cityscapes|Forum
edanmdm-saam_1933.4.9	SAAM	California Spring Landscape	1.0	SAAM-1933.4.9_1	Painting	watercolor	Elmer Wachtel, born Baltimore, MD 1864-died Guadalajara, Mexico 1929	ca. 1920	Mountains|Landscapes|Roads|Seasons|Spring
edanmdm-saam_1985.66.326_802	SAAM	The Old Warehouse, Sitka	1.0	SAAM-1985.66.326802_1	Painting	watercolor on paper, mounted on paperboard	Theodore J. Richardson, born Readfield, ME 1855-died Minneapolis, MN 1914	ca. 1880-1914	Water|Commercial|Warehouse|Architecture|Sitka|Cityscapes
edanmdm-saam_1983.95.73	SAAM	Untitled (landscape with pier)	1.0	SAAM-1983.95.73_1	Painting	oil on canvas	Edward Mitchell Bannister, born St. Andrews, New Brunswick, Canada 1828-died Providence, RI 1901	n.d.	Water|Landscapes|Coasts|Wharf
edanmdm-saam_1983.95.76	SAAM	Untitled (moon over a harbor, wharf scene with full moon and masts of boats)	1.0	SAAM-1983.95.76_1	Painting	oil on fiberboard	Edward Mitchell Bannister, born St. Andrews, New Brunswick, Canada 1828-died Providence, RI 1901	ca. 1868	Boats and boating|Landscapes|Night|Architecture|Moon|Outer space|Sailboats|Time|Waterscapes|Wharf
edanmdm-saam_2006.1.2	SAAM	Cathedral Rocks, Yosemite Valley	1.0	SAAM-2006.1.2_1	Painting	oil on paper mounted on canvas	Albert Bierstadt, born Solingen, Germany 1830-died New York City 1902	ca. 1872	Landscapes|Parks
edanmdm-saam_1996.68	SAAM	Afternoon on Saco Bay, Coast of Maine	1.0	SAAM-1996.68_1	Painting	oil on canvas	William Frederick De Haas, born Rotterdam, Netherlands 1830-died at sea near Fayal, Azores 1880	1874	Boats and boating|Landscapes|Afternoon|Architecture|Sailboats|Time|Bay|Lighthouses|Saco Bay|Rowboat|Waterscapes
edanmdm-saam_1909.7.71	SAAM	Sheepyard, Moonlight	1.0	SAAM-1909.7.71_1	Painting	oil on canvas	Horatio Walker, born Listowel, Ontario 1858-died Ile d'Orleans, Quebec 1938	1906	Landscapes|Animals|Night|Architecture|Moon|Farms|Outer space|Sheep|Time
edanmdm-saam_1930.12.4	SAAM	My Old Mill, Holmescroft, near Rockville	1.0	SAAM-1930.12.4_1	Painting	watercolor	William Henry Holmes, born Cadiz, OH 1846-died Royal Oak, MI 1933	n.d.	Rockville|Industrialization|Landscapes|Architecture|Farms|Mill
edanmdm-saam_1974.28.58	SAAM	Untitled (mural study)	1.0	SAAM-1974.28.58_1	Painting	oil on paperboard	Unidentified (American)	ca. 1939	Design|Mural study|Architecture|New Deal, 1933-1939
edanmdm-saam_1920.2.1	SAAM	Elf Ground	1.0	SAAM-1920.2.1_2	Painting	oil on canvas	George Inness, born Newburgh, NY 1825-died Bridge of Allan, Scotland 1894	ca. 1860	Landscapes
edanmdm-saam_1985.66.329	SAAM	Beautiful Prairie Bluffs, Upper Mississippi	1.0	SAAM-1985.66.329_1	Painting	oil on canvas	George Catlin, born Wilkes-Barre, PA 1796-died Jersey City, NJ 1872	1835-1836	Western|Landscapes|Plains|Rivers|Mississippi River
edanmdm-saam_1976.153.29B	SAAM	Rooftops	1.0	SAAM-1976.153.29B_1	Painting	oil on fiberboard	Alice Pike Barney, born Cincinnati, OH 1857-died Los Angeles, CA 1931	ca. 1900	Roof|Architecture|Cityscapes|Detail
edanmdm-saam_2020.20.236	SAAM	Cornish Landscape	1.0	SAAM-2020.20.236_1	Painting	oil on canvas	Charles A. Platt, born New York City 1861-died Cornish, NH 1933	1919	Landscapes|Cornwall|Rivers
edanmdm-saam_1985.66.362	SAAM	"View in the ""Cross Timbers,"" Texas"	1.0	SAAM-1985.66.362_1	Painting	oil on canvas	George Catlin, born Wilkes-Barre, PA 1796-died Jersey City, NJ 1872	1832 or 1834-1835	Western|Landscapes|Rivers|Cross Timbers
edanmdm-saam_1970.79	SAAM	Clouds	1.0	SAAM-1970.79_1	Painting	oil on canvas	H. Lyman Saÿen, born Philadelphia, PA 1875-died Philadelphia, PA 1918	1910-1912	Trees|Weather|Landscapes|Architecture|Domestic|Cloud
edanmdm-saam_1978.72	SAAM	Whaler off the Vineyard--Outward Bound	1.0	SAAM-1978.72_4	Painting	oil on fiberboard	William Bradford, born Fairhaven, MA 1823-died New York City 1892	1859	Sailing ships|Description and travel|Water|Boats and boating|Industrialization|Landscapes|Architecture|Occupations|Martha's Vineyard|Fishing|Waterscapes|Sea
edanmdm-saam_1909.9.7	SAAM	A Pool in the Forest	1.0	SAAM-1909.9.7_1	Painting	oil on canvas	Benjamin Rutherford Fitz, born New York City 1855-died Peconic, NY 1891	n.d.	Water|Landscapes|Forests and forestry
edanmdm-saam_1985.66.398	SAAM	View from Floyd's Grave, 1300 Miles above St. Louis	1.0	SAAM-1985.66.398_1	Painting	oil on canvas	George Catlin, born Wilkes-Barre, PA 1796-died Jersey City, NJ 1872	1832	Western|Landscapes|Monuments|Floyd|Rivers|Gravestone
edanmdm-saam_1967.56.28	SAAM	Autumn Landscape	1.0	SAAM-1967.56.28_1	Painting	oil on paperboard	Louis M. Eilshemius, born Arlington, NJ 1864-died New York City 1941	ca. 1919	Landscapes|Autumn|Waterfalls|Forests and forestry|Rivers|Seasons
edanmdm-saam_1950.2.1	SAAM	Sunrise or Sunset, study for book, Concealing Coloration in the Animal Kingdom	1.0	SAAM-1950.2.1_1	Painting	oil on wood	Abbott Handerson Thayer, born Boston, MA 1849-died Dublin, NH 1921	ca. 1905-1909	Sunset|Landscapes|Time
edanmdm-saam_1991.56.168	SAAM	Adalia, Asia Minor	1.0	SAAM-1991.56.168_1	Painting	watercolor on paper mounted on paper	Miner Kilbourne Kellogg, born Manlius Square, NY 1814-died Toledo, OH 1889	1844 or 1846	Landscapes
edanmdm-saam_1981.171B	SAAM	Rocks, Maine	1.0	SAAM-1981.171B_1	Painting	watercolor and pencil on paper	Maurice Prendergast, born St. John's, Newfoundland 1858-died New York City 1924	ca. 1913-1915	Landscapes|Coasts|Rocks
edanmdm-saam_1909.7.48	SAAM	Great Silas at Night	1.0	SAAM-1909.7.48_1	Painting	oil on paperboard	Robert C. Minor, born New York City 1839-died Waterford, CT 1904	1890	Landscapes|Coasts|Night|Rocks|Time|Waterscapes|Sea
edanmdm-saam_2014.67.1	SAAM	A Stag Drinking	1.0	SAAM-2014.67.1_1	Painting	oil on gilded leather on canvas	Albert Pinkham Ryder, born New Bedford, MA 1847-died New York City 1917	ca. 1870s	Landscapes|Animals|Rivers
edanmdm-saam_1985.66.348	SAAM	Lac du Cygne (Swan Lake), Near the Coteau des Prairies	1.0	SAAM-1985.66.348_1	Painting	oil on canvas	George Catlin, born Wilkes-Barre, PA 1796-died Jersey City, NJ 1872	1836-1837	Western|Lac du Cygne|Landscapes|Lakes|Coteau des Prairies
edanmdm-saam_1968.19.13	SAAM	Landscape, Paris	1.0	SAAM-1968.19.13_1	Painting	oil on canvas	H. Lyman Saÿen, born Philadelphia, PA 1875-died Philadelphia, PA 1918	1912-1914	Trees|Landscapes|Roof|Architecture|Cityscapes|Detail
edanmdm-saam_1983.83.269	SAAM	Shore at Pwllheli, N. Wales	1.0	SAAM-1983.83.269_1	Painting	watercolor and pencil on paper	George Elbert Burr, born Monroe Falls, OH 1859-died Phoenix, AZ 1939	1899	Pwllheli|Landscapes|Coasts|Wales|Waterscapes
edanmdm-saam_1968.121.1	SAAM	Landscape with Pond--Newman's Yard	1.0	SAAM-1968.121.1_1	Painting	oil on canvas mounted on fiberboard	Carl Newman, born Philadelphia, PA 1858-died Abington, PA 1932	ca. 1915-1932	Landscapes|Lakes|Gardens
edanmdm-saam_1983.95.106	SAAM	Squall, Brenton Light (boat in storm, lighthouse in background)	1.0	SAAM-1983.95.106_1	Painting	oil on paperboard mounted on wood	Edward Mitchell Bannister, born St. Andrews, New Brunswick, Canada 1828-died Providence, RI 1901	n.d.	Weather|Boats and boating|Storms|Architecture|Brenton Light|Tugboat|Lighthouses|Waterscapes
edanmdm-saam_1970.288	SAAM	Valley of Cuernavaca	1.0	SAAM-1970.288_1	Painting	oil on canvas	Thomas Moran, born Bolton, England 1837-died Santa Barbara, CA 1926	1903	Landscapes|Cuernavaca|Valleys
edanmdm-saam_1983.95.115	SAAM	Untitled (landscape, fields with rocks and trees)	1.0	SAAM-1983.95.115_1	Painting	oil on canvas	Edward Mitchell Bannister, born St. Andrews, New Brunswick, Canada 1828-died Providence, RI 1901	1893	Landscapes|Plains
edanmdm-saam_1983.95.136	SAAM	Untitled (landscape, riverbank, three cows)	1.0	SAAM-1983.95.136_1	Painting	oil on canvas	Edward Mitchell Bannister, born St. Andrews, New Brunswick, Canada 1828-died Providence, RI 1901	n.d.	Trees|Landscapes|Animals|Cattle|Rocks|Rivers
edanmdm-saam_1966.34.7	SAAM	Watercolor no. 73, Blue and Lavender	1.0	SAAM-1966.34.7_1	Painting	watercolor	Allen Tucker, born Brooklyn, NY 1866-died New York City 1939	1928	Water|Landscapes
edanmdm-saam_1985.66.326_798	SAAM	Rear View of Greek Church, Sitka, 1888	1.0	SAAM-1985.66.326798_1	Painting	watercolor on paper, mounted on paperboard	Theodore J. Richardson, born Readfield, ME 1855-died Minneapolis, MN 1914	1888	Mountains|Landscapes|Architecture|Sitka|Religion|Church buildings
edanmdm-saam_1997.30	SAAM	Vine Clad Shore--Monhegan Island	1.0	SAAM-1997.30_1	Painting	oil on canvas	George Bellows, born Columbus, OH 1882-died New York City 1925	1913	Landscapes|Monhegan Island|Coasts|Rocks
edanmdm-saam_1985.79.1	SAAM	Landscape, Cornish, N.H.	1.0	SAAM-1985.79.1_1	Painting	oil on canvas	John White Alexander, born Allegheny, PA 1856-died New York City 1915	ca. 1890	Landscapes|Cornish|Animals|Architecture|Sheep|Fence|Detail
edanmdm-saam_1968.123.1	SAAM	Grape Arbor	1.0	SAAM-1968.123.1_2	Painting	oil on canvas	H. Lyman Saÿen, born Philadelphia, PA 1875-died Philadelphia, PA 1918	ca. 1915	Landscapes|Architecture|Trellis|Domestic|Plants|Detail
edanmdm-saam_1981.62	SAAM	Nantucket Sand Dune	1.0	SAAM-1981.62_2	Painting	oil on canvas	C. Morgan McIlhenney, born Philadelphia, PA 1858-died 1904	ca. 1890	Landscapes|Nantucket|Beaches
edanmdm-saam_1968.59.2	SAAM	Untitled	1.0	SAAM-1968.59.2_1	Painting	watercolor	Henry Ward Ranger, born Syracuse, NY 1858-died New York City 1916	1883	Path|Landscapes|Roads|Architecture|Domestic|Dwellings
edanmdm-saam_1952.13.102	SAAM	Chambre des Deputes no. II	1.0	SAAM-1952.13.102_1	Painting	oil on canvas	Frank Edwin Scott, born Buffalo, NY 1863-died Paris, France 1929	n.d.	Chambre des Deputes|Courthouse|Architecture|Government|Cityscapes
